name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",9432,4841002300,4890818800,4841002300,513199,0,0,106010,0,0
"TransformProjector",9461,4888248200,4901971700,4888248200,516670,0,0,105696,0,0
