name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1623952,4985532700,5004941900,4985532700,3070,0,0,615,0,0
"retcodes",42735,4893930700,5028203900,4893930700,114518,0,0,23400,0,0
