name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",44929,4910905000,4986970700,4910905000,109303,0,0,22257,0,0
"virtualcall",40908,4972662700,4983164300,4972662700,121557,0,0,24445,0,0
