name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"naive",3669,4661499700,4695232200,4661499700,1270259,0,0,272500,0,0
"planar",1876,4412164200,4452826300,4412164200,2351113,0,0,532870,0,0
"modern",2530,4453224500,4557258000,4453224500,1760133,0,0,395249,0,0
