name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"naive",2587,2526,2615,4822897379,1863568,0,0,386400,0,0
"planar",2569,2524,2575,4745952325,1847186,0,0,389212,0,0
"modern",4236,4216,4248,4890889612,1154559,0,0,236063,0,0
