name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",33136,32958,35625,4934305855,148910,0,0,30178,0,0
"virtualcall",41201,41065,42765,4940972630,119921,0,0,24270,0,0
