name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"sumfib_coro",280695,279049,289650,3914584496,13946,0,0,3562,0,0
"sumfib",269232,266337,272919,4928832652,18307,0,0,3714,0,0
