name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1082060,4990465116,5003763277,4990465116,4612,0,0,924,0,0
"retcodes",60713,4991916136,5016451546,4991916136,82221,0,0,16470,0,0
