name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excpart",2170,4999903746,5001594657,4999903746,2303585,0,0,460725,0,0
"nexcpart",2170,4999537425,5000711223,4999537425,2303557,0,0,460754,0,0
