name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"extswap",7227,5000311031,5015232972,5000311031,691808,0,0,138352,0,0
"intswap",4329,5015002561,5016418384,5015002561,1158365,0,0,230979,0,0
