name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",12110,4984415964,4991788951,4984415964,411565,0,0,82570,0,0
"TransformProjector",12124,4986668974,4998431900,4986668974,411285,0,0,82476,0,0
