name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",931958,4862957342,5037456630,4862957342,5218,0,0,1073,0,0
"retcodes",9453,4978603726,5192720691,4978603726,526643,0,0,105781,0,0
