name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excqsort",36657,4882186263,5139467243,4882186263,133185,0,0,27279,0,0
"nexcqsort",36944,4446230964,5106160365,4446230964,120350,0,0,27067,0,0
