name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"extswap",4585,4863991520,5058220144,4863991520,1060783,0,0,218088,0,0
"intswap",3465,4932327948,4971121982,4932327948,1423462,0,0,288598,0,0
