name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",8572,4989326875,5004421667,4989326875,581997,0,0,116648,0,0
"TransformProjector",8583,5001434834,5003000167,5001434834,582673,0,0,116501,0,0
