name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",1407590,4996944667,5402828000,4996944667,3550,0,0,710,0,0
"virtualcall",1407959,4995440334,5005104708,4995440334,3548,0,0,710,0,0
