name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excpart",2469,4997647709,5004248083,4997647709,2023749,0,0,404940,0,0
"nexcpart",2469,4998653416,5001670583,4998653416,2024404,0,0,404989,0,0
