name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"extswap",7363,4994610917,5000615875,4994610917,678262,0,0,135798,0,0
"intswap",3379,4998259292,5007387958,4998259292,1478961,0,0,295895,0,0
