name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",43033,4995295042,5002631417,4995295042,116078,0,0,23237,0,0
"retcodes",42957,4950236458,4955584084,4950236458,115235,0,0,23278,0,0
