name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",7037,7011,7129,4887095891,694456,0,0,142099,0,0
"retcodes",9674,9674,9896,4918345441,508360,0,0,103359,0,0
