name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"sumfib_coro",213287,213287,216115,4927154997,23101,0,0,4688,0,0
"sumfib",209694,209080,213031,4927189352,23497,0,0,4768,0,0
