name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",60009,4832430720,5053082095,4832430720,80528,0,0,16664,0,0
"retcodes",65485,4946278865,5163614584,4946278865,75532,0,0,15270,0,0
