name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",985613,4932993804,5183805163,4932993804,5005,0,0,1014,0,0
"TransformProjector",965301,4820716116,5377094918,4820716116,4994,0,0,1035,0,0
