name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",1182331,4776620111,5087629546,4776620111,4040,0,0,845,0,0
"virtualcall",1219475,4846196990,5524140184,4846196990,3974,0,0,820,0,0
