name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"extswap",26201,4864477801,5172382428,4864477801,185655,0,0,38165,0,0
"intswap",33831,4881449529,5120186530,4881449529,144285,0,0,29557,0,0
