name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excqsort",56003,4971648100,7129377100,4971648100,88774,0,0,17856,0,0
"nexcqsort",37799,4253735600,6413918300,4253735600,112535,0,0,26455,0,0
