name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",30212,4990293000,5002219800,4990293000,165171,0,0,33098,0,0
"TransformProjector",30254,4994801200,5005784400,4994801200,165093,0,0,33052,0,0
