name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",27286,4948260200,5000747700,4948260200,181347,0,0,36648,0,0
"virtualcall",40857,4997281100,5000828400,4997281100,122311,0,0,24475,0,0
