name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",773324,3774596200,7834961600,3774596200,4881,0,0,1293,0,0
"retcodes",70793,4051438600,19043299300,4051438600,57229,0,0,14125,0,0
