name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excqsort",38375,5011993942,5093642878,5011993942,130604,0,0,26058,0,0
"nexcqsort",37936,4970046127,5045168369,4970046127,131011,0,0,26360,0,0
