name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1050777,4902929334,5082264183,4902929334,4666,0,0,951,0,0
"retcodes",8854,4812417925,4996616152,4812417925,543473,0,0,112931,0,0
