name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",7928,4821297873,4985230068,4821297873,608081,0,0,126123,0,0
"retcodes",9919,4814187831,4913844476,4814187831,485303,0,0,100806,0,0
