name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",176995,4953395378,5032827437,4953395378,27986,0,0,5649,0,0
"virtualcall",175280,4967285617,5005295865,4967285617,28339,0,0,5705,0,0
