name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",12062,4900304823,5215360503,4900304823,406251,0,0,82903,0,0
"TransformProjector",10639,4622947228,5126828453,4622947228,434523,0,0,93992,0,0
