name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excpart",2342,4395195206,5289204298,4395195206,1876419,0,0,426925,0,0
"nexcpart",2104,4813054060,4997751868,4813054060,2286541,0,0,475070,0,0
