name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1451796,4528152190,5054776010,4528152190,3119,0,0,688,0,0
"retcodes",54648,4916667345,5041648985,4916667345,89969,0,0,18298,0,0
