name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",8104,6713,53521,753650400,92995,0,0,123392,0,0
"retcodes",6769,6769,6845,4913876347,725876,0,0,147719,0,0
