name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",211476,211476,218615,4878975466,23071,0,0,4728,0,0
"virtualcall",212431,211867,213357,4935628307,23234,0,0,4707,0,0
