name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",2461,2461,2495,5421189525,2202111,0,0,406204,0,0
"virtualcall",1882,1881,1886,4991903413,2651832,0,0,531226,0,0
