name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1886529,4578607600,6484333100,4578607600,2427,0,0,530,0,0
"retcodes",68795,4506193800,5331067700,4506193800,65501,0,0,14535,0,0
