name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1113296,4892937979,5059198656,4892937979,4395,0,0,898,0,0
"retcodes",11364,4930722118,5048060102,4930722118,433853,0,0,87989,0,0
