name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"TransformComparator",7600,4892704375,5001220166,4892704375,643693,0,0,131561,0,0
"TransformProjector",7510,4999453334,5001740917,4999453334,665701,0,0,133154,0,0
