name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"excpart",2164,4869313208,5072777667,4869313208,2249858,0,0,462048,0,0
"nexcpart",2173,4962663834,5014795500,4962663834,2283692,0,0,460174,0,0
