name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",22047,4821592542,5031349167,4821592542,218687,0,0,45355,0,0
"virtualcall",23144,4891024375,5096500084,4891024375,211323,0,0,43206,0,0
