name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"nvirtualcall",31784,5039378657,5053131591,5039378657,158548,0,0,31461,0,0
"virtualcall",40907,5032958300,5035106836,5032958300,123032,0,0,24445,0,0
