name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"sumfib_coro",252724,4992834333,5005052002,4992834333,19756,0,0,3956,0,0
"sumfib",236059,5028781296,5030439939,5028781296,21303,0,0,4236,0,0
