name,avg_time,min_time,max_time,total_time,total_operations,total_items,total_bytes,operations_per_second,items_per_second,bytes_per_second
"exception",1077501,4986676952,5001964255,4986676952,4628,0,0,928,0,0
"retcodes",62876,5025222451,5034431234,5025222451,79922,0,0,15904,0,0
